product_id,name,brand,category,selling_price,cost_price,status,promotion_type,promotion_start_date,promotion_end_date,discontinuation_date,stock,username,stars,review_text,review_date
PROD074,Extra Kellogg's Granola,Kellogg's,Breakfast Foods,65.01,33.34,active,,,,,,gateskathy,5,"Absolutely great! Value it. I got it during a buy 1 get 1, which was nice.  I liked how the item was securely packaged.",2025-08-27
PROD074,Extra Kellogg's Granola,Kellogg's,Breakfast Foods,65.01,33.34,active,,,,,,benderkenneth,4,highly endorsed! extra kellogg's granola is impressive.really crispy texture overall. i really noticed the savory flavor of extra kellogg's granola.,2025-08-29
PROD075,Premium Ayam Brand Tomatoes,Ayam Brand,Canned Goods,90.27,52.64,active,,,,,OUT OF STOCK,vmedina,5,"One of the best purchases I've made this year! Premium Ayam Brand Tomatoes is great.Premium Ayam Brand Tomatoes has a bland flavor that's enjoyable.  Packaged well-packaged, very convenient.",2025-09-26
PROD075,Premium Ayam Brand Tomatoes,Ayam Brand,Canned Goods,90.27,52.64,active,,,,,OUT OF STOCK,tracynelson,4,This product is wonderful and I enjoyed it.The sweet flavor is prominent and appealing. I found Premium Ayam Brand Tomatoes chunky when using it.,2025-09-15
PROD076,Premium Dole Apples,Dole,Fresh Produce,4.13,2.4,active,,,,,in stock,rrogers,3,Premium Dole Apples is okay. Meets expectations. I liked how the item was average packaging.  Took advantage of the Premium Dole Apples standard offer deal.,2025-11-12
PROD077,PREMIUM OCEAN FRESH FISH,Ocean Fresh,Meat & Seafood,83.94,55.15,active,,,,,OUT OF STOCK,marycalhoun,4,Love this! PREMIUM OCEAN FRESH FISH is wonderful.,2025-12-15
PROD078,Deluxe SCS Cheese,SCS,Dairy & Eggs,57.99,49.99,active,Discounted,,,,in stock,meadowsbrittany,5,"absolutely high-quality! value it. packaged neatly packed, very convenient. the soft texture really stands out.",2025-10-18
PROD078,Deluxe SCS Cheese,SCS,Dairy & Eggs,57.99,49.99,active,Discounted,,,,in stock,dayderek,5,This product is outstanding and I love it. I liked how the item was well-packaged. The smooth texture really stands out.,2025-09-11
PROD079,Extra Bimbo Cake,Bimbo,Bakery,22.59,14.09,active,Buy One Get One,,,,in stock,greenmark,5,Absolutely excellent! Love it. I liked how the item was neatly packed. Extra Bimbo Cake delivers a flavorful flavor experience.,2025-09-10
PROD080,Premium Tefal Pillows,Tefal,"Home & Living (Kitchenware, Storage, Bedding)",19.6,13.71,active,,,,,in stock,kathleen64,4,I adore Premium Tefal Pillows. Truly gr8. I liked how the item was securely packaged. Offers a supportive experience.,2025-11-03
PROD081,Premium Farmhouse Chicken,Farmhouse,Meat & Seafood,97.48,66.18,active,,,,,in stock,fking,5,"I've been using Premium Farmhouse Chicken for a while and it's outstanding. Purchased it with a good deal offer. Texture is tender, which I enjoyed.",2025-09-13
PROD082,Extra Quaker Porridge,Quaker,Breakfast Foods,24.14,12.46,active,,,,,in stock,cookemichael,5,"Extra Quaker Porridge really impressed me. Liked it! Purchased it with a limited offer offer. Tastes nutty, just as expected.",2025-10-15
PROD082,Extra Quaker Porridge,Quaker,Breakfast Foods,24.14,12.46,active,,,,,in stock,websterstefanie,3,"Extra Quaker Porridge is passable, nothing fancy. Packaged standard packaging, very convenient. I really noticed the mild flavor of Extra Quaker Porridge.",2025-07-25
PROD083,Extra Pokka Tea,Pokka,Beverages,71.79,65.96,active,,,,,in stock,howelljohn,2,"i cannot recommend this product. extra pokka tea felt bad.packaging felt loosely packaged, disappointing. extra pokka tea has a too sweet flavor that i cannot recommend.",2025-09-13
PROD084,Extra IKEA Cookware,IKEA,"Home & Living (Kitchenware, Storage, Bedding)",48.5,39.35,discontinued,Discounted,,,2025-09-28,in stock,stevenscott,3,This product is okay.Made from functional materials. Extremely okay to use.,2025-08-25
PROD084,Extra IKEA Cookware,IKEA,"Home & Living (Kitchenware, Storage, Bedding)",48.5,39.35,discontinued,Discounted,,,2025-09-28,in stock,stricklandfrank,4,i admire extra ikea cookware. truly amazing. took advantage of the extra ikea cookware good deal deal. the material quality is durable.,2025-08-14
PROD085,Classic Clorox Scrub Brush,Clorox,Cleaning Supplies,3.29,2.95,active,,,,,OUT OF STOCK,hickmanbarbara,1,Was unhappy with Classic Clorox Scrub Brush. It's bad.Has a unpleasant aroma I did not like. Found Classic Clorox Scrub Brush slimy when using it. Not good.,2025-12-02
PROD086,Deluxe Campbell's Tomatoes,Campbell's,Canned Goods,37.02,29.59,active,,,,,in stock,tsanders,4,"This product is amazing and I enjoyed it. I liked how the item was neatly packed. Tastes sweet, just as expected.",2025-07-25
PROD086,Deluxe Campbell's Tomatoes,Campbell's,Canned Goods,37.02,29.59,active,,,,,in stock,curtisbarton,3,using deluxe campbell's tomatoes was average. would buy again? not sure. i liked how the item was standard packaging.  purchased it with a standard offer offer.,2025-11-21
PROD087,Classic Farmhouse Chicken,Farmhouse,Meat & Seafood,9.57,5.05,discontinued,,,,2025-11-12,in stock,hoganashlee,4,Cherish this! Classic Farmhouse Chicken is amazing.,2025-06-26
PROD087,Classic Farmhouse Chicken,Farmhouse,Meat & Seafood,9.57,5.05,discontinued,,,,2025-11-12,in stock,estanley,4,I favor Classic Farmhouse Chicken. Truly wonderful. The packaging was well-packaged. I found the taste to be pleasantly umami.,2025-09-19
PROD088,Classic Kellogg's Cereal,Kellogg's,Breakfast Foods,21.77,19.01,active,,,,,in stock,alexander67,5,can't get enough of classic kellogg's cereal! it's great. took advantage of the classic kellogg's cereal limited offer deal. the taste is quite sweet.,2025-07-08
PROD088,Classic Kellogg's Cereal,Kellogg's,Breakfast Foods,21.77,19.01,active,,,,,in stock,cynthia72,4,classic kellogg's cereal exceeded my expectations. value it!classic kellogg's cereal has a rich flavor that's enjoyable. the texture is smooth.,2025-09-06
PROD089,Extra Lifebuoy Shaving Foam,Lifebuoy,Personal Care,,51.27,promotion,,2025-11-01,2025-11-08,,in stock,christina87,4,"Can't get enough of Extra Lifebuoy Shaving Foam! It's wonderful.The texture is soft.  Packaged neatly packed, very convenient.",2025-09-12
PROD090,Classic Nike Dumbbells,Nike,"Lifestyle & Recreation (Fitness, Toys, Travel)",93.46,82.71,discontinued,,,,2025-12-02,in stock,marcus31,2,"classic nike dumbbells is subpar. cannot recommend it.item was flimsy packaging packed, poorly handled. classic nike dumbbells offers a disappointing usage, disappointing.",2025-08-09
PROD091,Premium Quaker Granola,Quaker,Breakfast Foods,24.82,13.22,active,,,,,in stock,dsanchez,5,Premium Quaker Granola really impressed me. Value it!The taste is quite sweet.  Took advantage of the Premium Quaker Granola limited offer deal.,2025-10-01
PROD092,Classic SongHe Pasta,SongHe,Rice & Noodles,32.2,22.42,promotion,,2025-10-28,2025-11-04,,in stock,anthony52,5,"I adore Classic SongHe Pasta. Truly fantastic. Packaged securely packaged, very convenient. Tastes nutty, just as expected.",2025-09-16
PROD093,Classic Lee Kum Kee Cooking Oil,Lee Kum Kee,Pantry Staples,3.57,2.87,active,,,,,in stock,lauren54,5,I've been using Classic Lee Kum Kee Cooking Oil for a while and it's superb.I really noticed the consistent flavor of Classic Lee Kum Kee Cooking Oil.  The packaging was securely packaged.,2025-11-27
PROD093,Classic Lee Kum Kee Cooking Oil,Lee Kum Kee,Pantry Staples,3.57,2.87,active,,,,,in stock,angela83,4,"classic lee kum kee cooking oil really impressed me. recommend it! i got it during a buy 1 get 1, which was nice. classic lee kum kee cooking oil has a high-quality flavor that's enjoyable.",2025-07-04
PROD094,Premium Dyson Vacuum Cleaner,Dyson,Electronics & Appliances,11.19,5.95,active,,,,,in stock,wfreeman,3,Just tried Premium Dyson Vacuum Cleaner. It's nothing special.Designed to be okay.  Took advantage of the Premium Dyson Vacuum Cleaner standard offer deal.,2025-08-01
PROD094,Premium Dyson Vacuum Cleaner,Dyson,Electronics & Appliances,11.19,5.95,active,,,,,in stock,fbrewer,5,absolutely fantastic! admire it.using the premium dyson vacuum cleaner is quite easy to use.  the packaging was well-packaged.,2025-09-09
PROD095,Deluxe FairPrice Trash Bags,FairPrice,Household Essentials,48.27,37.25,promotion,,2025-09-19,2025-09-26,,in stock,jeffrey34,5,Absolutely amazing! Recommend it.The abrasive texture rly stands out.  I liked how the item was securely packaged.,2025-10-18
PROD095,Deluxe FairPrice Trash Bags,FairPrice,Household Essentials,48.27,37.25,promotion,,2025-09-19,2025-09-26,,in stock,thomas85,3,"This product is nothing special.Really durable enough texture overall.  I got it during a price as usual, which was nice.",2025-09-04
PROD096,Premium Kleenex Trash Bags,Kleenex,Household Essentials,18.04,10.38,active,,,,,in stock,michael74,3,"Premium Kleenex Trash Bags is acceptable for the price. The packaging was standard packaging.  I got it during a standard offer, which was nice.",2025-08-14
PROD097,Premium Sensodyne Body Wash,Sensodyne,Health & Beauty,89.83,57.4,active,,,,,in stock,davidlee,5,"This product is great and I recommend it.Texture is silky, which I enjoyed.  Purchased it with a good deal offer.",2025-07-10
PROD097,Premium Sensodyne Body Wash,Sensodyne,Health & Beauty,89.83,57.4,active,,,,,in stock,jamesrodgers,3,"Overall, Premium Sensodyne Body Wash cms so-so. Packaged standard packaging, v convenient. Really appreciated the ordinary scent in this product.",2025-08-08
PROD098,Extra MamyPoko Formula,MamyPoko,Baby Products,7.18,4.84,active,,,,,in stock,tina34,3,extra mamypoko formula is okay. average quality.the unscented fragrance adds to the overall experience.  purchased it with a price as usual offer.,2025-07-30
PROD098,Extra MamyPoko Formula,MamyPoko,Baby Products,7.18,4.84,active,,,,,in stock,kevinerickson,5,One of the best purchases I've made this year! Extra MamyPoko Formula is amazing.The gentle texture really stands out. The unscented fragrance adds to the overall experience.,2025-07-12
PROD099,Deluxe Lifebuoy Shaving Foam,Lifebuoy,Personal Care,7.14,4.71,active,,,,,in stock,mccannangela,4,Highly suggested! Deluxe Lifebuoy Shaving Foam is fantastic.Really appreciated the soothing scent in this product.  Purchased it with a buy 1 get 1 offer.,2025-10-24
PROD100,Classic Kellogg's Granola,Kellogg's,Breakfast Foods,60.67,47.92,active,,,,,instock,danamullins,2,Classic Kellogg's Granola disappointed me. Feel let down by it!The taste is overly sweet and disappointing. The Classic Kellogg's Granola poor deal deal was disappointing.,2025-07-07
PROD100,Classic Kellogg's Granola,Kellogg's,Breakfast Foods,60.67,47.92,active,,,,,instock,andrewstaylor,4,i liked classic kellogg's granola. truly wonderful. purchased it with a good deal offer. has a smooth consistency that feels nice.,2025-09-07
